ID,2012 Kraj,2013 Kraj,2014 Kraj,2015 Kraj,2016 Kraj,2017 Kraj,2018 Kraj,2019 Kraj,2020 Kraj,2021 Kraj,2022 Kraj,2023 Kraj,2024 Kraj,2025 Kraj,2026 Kraj,2012 pořadí kraj,2013 pořadí kraj,2014 pořadí kraj,2015 pořadí kraj,2016 pořadí kraj,2017 pořadí kraj,2018 pořadí kraj,2019 pořadí kraj,2020 pořadí kraj,2021 pořadí kraj,2022 pořadí kraj,2023 pořadí kraj,2024 pořadí kraj,2025 pořadí kraj,2026 pořadí kraj,2012 pořadí kategorie,2013 pořadí kategorie,2014 pořadí kategorie,2015 pořadí kategorie,2016 pořadí kategorie,2017 pořadí kategorie,2018 pořadí kategorie,2019 pořadí kategorie,2020 pořadí kategorie,2021 pořadí kategorie,2022 pořadí kategorie,2023 pořadí kategorie,2024 pořadí kategorie,2025 pořadí kategorie,2026 pořadí kategorie,2012 pořadí kraj kategorie,2013 pořadí kraj kategorie,2014 pořadí kraj kategorie,2015 pořadí kraj kategorie,2016 pořadí kraj kategorie,2017 pořadí kraj kategorie,2018 pořadí kraj kategorie,2019 pořadí kraj kategorie,2020 pořadí kraj kategorie,2021 pořadí kraj kategorie,2022 pořadí kraj kategorie,2023 pořadí kraj kategorie,2024 pořadí kraj kategorie,2025 pořadí kraj kategorie,2026 pořadí kraj kategorie,2013 Pořadí skokani kraj,2013 Pořadí skokani kategorie,2013 Pořadí skokani kraj kategorie,2014 Pořadí skokani kraj,2014 Pořadí skokani kategorie,2014 Pořadí skokani kraj kategorie,2015 Pořadí skokani kraj,2015 Pořadí skokani kategorie,2015 Pořadí skokani kraj kategorie,2016 Pořadí skokani kraj,2016 Pořadí skokani kategorie,2016 Pořadí skokani kraj kategorie,2017 Pořadí skokani kraj,2017 Pořadí skokani kategorie,2017 Pořadí skokani kraj kategorie,2018 Pořadí skokani kraj,2018 Pořadí skokani kategorie,2018 Pořadí skokani kraj kategorie,2019 Pořadí skokani kraj,2019 Pořadí skokani kategorie,2019 Pořadí skokani kraj kategorie,2020 Pořadí skokani kraj,2020 Pořadí skokani kategorie,2020 Pořadí skokani kraj kategorie,2021 Pořadí skokani kraj,2021 Pořadí skokani kategorie,2021 Pořadí skokani kraj kategorie,2022 Pořadí skokani kraj,2022 Pořadí skokani kategorie,2022 Pořadí skokani kraj kategorie,2023 Pořadí skokani kraj,2023 Pořadí skokani kategorie,2023 Pořadí skokani kraj kategorie,2024 Pořadí skokani kraj,2024 Pořadí skokani kategorie,2024 Pořadí skokani kraj kategorie,2025 Pořadí skokani kraj,2025 Pořadí skokani kategorie,2025 Pořadí skokani kraj kategorie,2026 Pořadí skokani kraj,2026 Pořadí skokani kategorie,2026 Pořadí skokani kraj kategorie
251,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,82,88,103,62,59,,101,91,85,,92,103,141,135,135,659,742,836,563,601,,868,764,881,,840,995,1305,1299,1346,82,88,103,62,59,,101,91,85,,92,103,141,135,135,919,5645,919,926,6290,926,159,1109,159,1030,7243,1030,,,,,,,694,4486,694,1479,9262,1479,,,,,,,1420,9163,1420,1785,11367,1785,959,6309,959,1028,6685,1028
254,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,,Středočeský SST,,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,Středočeský SST,250,197,302,431,421,427,563,,581,,505,557,556,634,784,1781,1492,2276,3412,3416,3519,4341,,4462,,4012,4346,4469,5111,6078,250,197,302,431,421,427,563,,581,,505,557,556,634,784,304,1832,304,1486,10006,1486,1497,10423,1497,835,5994,835,979,7053,979,1715,12370,1715,,,,,,,,,,,,,1420,9163,1420,1222,7956,1222,1765,11250,1765,1969,12504,1969
260,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,47,44,32,83,86,112,140,88,49,41,62,64,85,59,38,321,308,249,563,535,746,904,548,314,257,453,454,546,397,264,47,44,32,83,86,112,140,88,49,41,62,64,85,59,38,378,3277,378,354,2380,354,1814,11067,1814,805,5617,805,1507,10876,1507,1336,10073,1336,151,1103,151,124,972,124,479,3657,479,830,6204,830,713,5408,713,1160,9190,1160,247,2041,247,226,1754,226
271,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,,943,1093,,,,,,,,,,,,,,243,174,,,,,,,,,,,,,,34,29,,,,,,,,,,,,,,121,129,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,KSST Jihomoravský,,,,,787,,1069,1071,,1200,1190,1216,,,1235,,,,,6461,,7021,8026,,9163,9283,9426,,,9712,,,,,787,,1069,1071,,1200,1190,1216,,,1235,,,,,,,,,,,1051,6358,1051,,,,,,,1042,7934,1042,1111,8483,1111,,,,,,,,,,,,,,,,,,,,,
275,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,162,203,193,195,190,271,337,380,465,,548,429,540,586,627,1130,1428,1312,1471,1284,1950,2396,2809,3523,,4184,3275,4050,4566,4951,162,203,193,195,190,271,337,380,465,,548,429,540,586,627,782,7160,782,501,3339,501,1051,6358,1051,528,3611,528,1740,12599,1740,1478,11067,1478,1391,10761,1391,1605,12592,1605,,,,,,,291,1967,291,1519,11926,1519,1315,10607,1315,1248,10241,1248
276,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,16,18,12,7,12,24,54,47,71,58,56,114,52,28,19,145,123,114,96,97,182,317,304,441,340,434,755,349,214,179,16,18,12,7,12,24,54,47,71,58,56,114,52,28,19,333,2877,333,647,4381,647,467,2819,467,966,6833,966,1750,12641,1750,1775,13431,1775,673,5061,673,1581,12405,1581,357,2723,357,511,3913,511,1620,12496,1620,72,527,72,158,1274,158,356,2965,356
282,,,,,KSST Olomoucký,KSST Olomoucký,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,353,360,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,11,464,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,178,146,246,341,388,304,326,359,316,269,356,390,405,420,465,1284,1006,1722,2560,2821,2212,2325,2664,2240,1742,2805,2999,3137,3251,3547,178,146,246,341,388,304,326,359,316,269,356,390,405,420,465,184,1464,184,1500,10157,1500,1688,10294,1688,1174,8544,1174,285,2010,285,1011,7630,1011,1327,10277,1327,435,3425,435,722,5342,722,765,5759,765,1073,8505,1073,1006,7956,1006,939,7683,939,1181,9755,1181
298,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,176,177,215,244,326,,,,,,,,,,,1271,1231,1501,1827,2424,,,,,,,,,,,176,177,215,244,326,,,,,,,,,,,406,3534,406,1133,7735,1133,1245,7587,1245,1591,11496,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,81,66,94,105,102,126,,169,264,214,344,,400,450,,523,448,654,745,660,853,,1119,1923,1400,2709,,3051,3489,,81,66,94,105,102,126,,169,264,214,344,,400,450,,333,2877,333,1341,9087,1341,1029,6202,1029,612,4268,612,1465,10568,1465,,,,,,,1742,13679,1742,379,2876,379,934,6826,934,,,,,,,1300,10499,1300,,,
313,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,KSST Jihomoravský,KSST Jihomoravský,,,72,129,109,161,175,207,205,211,246,,,292,345,,,489,881,752,1221,1201,1479,1322,1421,1798,,,2136,2592,,,72,129,109,161,175,207,205,211,246,,,292,345,,,986,9027,986,365,2456,365,1708,10423,1708,838,5857,838,1437,10360,1437,572,4243,572,1032,7831,1032,1496,11846,1496,,,,,,,,,,1372,10849,1372,,,,,,
317,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,628,731,1013,,,,,,,,,,,,,203,198,473,,,,,,,,,,,,,30,26,70,,,,,,,,,,,,,482,474,75,1488,1185,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,301,283,259,500,717,722,704,611,681,,820,900,1143,1261,1329,2273,2080,1813,3751,5224,5398,5213,4614,5111,,6242,6919,9178,10481,11169,301,283,259,500,717,722,704,611,681,,820,900,1143,1261,1329,319,2700,319,365,2456,365,1822,11129,1822,1761,12697,1761,1028,7491,1028,789,5847,789,455,3478,455,1424,11282,1424,,,,,,,1438,11302,1438,1720,13194,1720,1644,12909,1644,1410,11526,1410
322,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,62,80,106,85,103,49,73,66,57,45,58,109,88,85,94,439,537,716,581,665,330,413,384,326,266,437,722,563,638,637,62,80,106,85,103,49,73,66,57,45,58,109,88,85,94,744,6865,744,1283,8690,1283,378,2243,378,1143,8298,1143,71,518,71,1336,10073,1336,635,4825,635,514,3936,514,498,3814,498,794,5934,794,1588,12230,1588,345,2586,345,1069,8808,1069,774,6449,774
326,,,,,,KSST Zlínský,,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,Moravskoslezský SST,,,,,,4,,13,16,12,12,9,11,11,12,,,,,,58,,69,66,50,46,52,53,49,49,,,,,,4,,13,16,12,12,9,11,11,12,,,,,,,,,,,,,,,,,,,,,,24,275,24,13,125,13,14,184,14,35,403,35,38,395,38,28,308,28,53,559,53
327,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,36,26,23,,22,22,,,,,,,,,,11,2,11,,14,12,,,,,,,,,,5,2,6,,6,7,,,,,,,,,,5,8,3,20,70,16,,,,,,,42,146,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,,,,,,,346,359,388,538,451,378,482,,406,,,,,,,113,185,190,404,351,2784,3584,,3058,,,,,,,21,27,28,53,49,378,482,,406,,,,,,,364,510,82,827,858,149,1751,1571,309,312,746,120,383,2710,383,1640,12370,1640,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,KSST Zlínský,,,,,196,244,179,210,184,126,149,163,145,140,169,,,,,3081,4052,2946,3434,2996,2183,2497,2682,2354,2462,2952,,,,,196,244,179,210,184,126,149,163,145,140,169,,,,,,,,,,,,,589,12177,589,94,1324,94,668,10995,668,227,3840,227,255,5066,255,80,1719,80,450,8379,450,181,3465,181,444,8219,444,612,11249,612
333,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,KSST Jihomoravský,KSST Jihomoravský,72,66,83,63,82,106,,,,,,,,171,155,28,21,62,48,81,102,,,,,,,,1276,1089,5,4,9,5,10,13,,,,,,,,171,155,431,437,72,1044,1008,178,363,578,102,1225,1538,235,1437,1676,256,,,,,,,,,,,,,,,,,,,,,,,,,400,3392,400
342,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,Pražský SST,116,94,98,100,103,108,143,148,136,114,147,184,189,197,250,1130,771,767,803,886,981,1380,1455,1266,940,1269,1584,1695,1657,2339,116,94,98,100,103,108,143,148,136,114,147,184,189,197,250,57,811,57,329,4381,329,335,4931,335,468,7998,468,481,8105,481,704,12115,704,433,7367,433,253,4053,253,228,2876,228,361,4422,361,640,10311,640,506,8265,506,394,6173,394,824,12794,824
343,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,169,142,183,201,245,330,271,315,358,319,361,312,405,445,511,1180,988,1277,1502,1714,2401,1906,2299,2627,2183,2844,2321,3137,3469,3919,169,142,183,201,245,330,271,315,358,319,361,312,405,445,511,256,2004,256,1214,8284,1214,1191,7227,1191,1225,8942,1225,1680,12117,1680,316,2324,316,1428,11090,1428,1320,10581,1320,956,7008,956,392,2920,392,373,2793,373,1606,12496,1606,1195,9697,1195,1315,10783,1315
346,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Olomoucký,KSST Olomoucký,20,14,10,12,13,15,18,17,18,12,15,19,19,4,2,1,4,4,7,7,10,13,41,36,30,32,46,59,67,61,1,2,2,2,4,5,7,17,18,12,15,19,19,4,2,2,5,2,39,113,27,40,142,20,78,228,38,14,77,11,95,285,41,64,450,64,35,265,35,9,65,9,46,344,46,80,658,80,76,633,76,37,581,37,24,400,24
352,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,490,404,133,92,93,96,63,34,53,41,33,40,16,25,41,3,8,4,10,14,39,28,38,46,56,66,279,144,206,273,1,2,1,2,3,5,3,3,2,3,2,40,16,25,41,71,35,8,6,18,3,222,223,34,699,431,70,969,865,133,136,404,62,172,574,81,1473,1221,166,458,658,80,405,640,85,662,4966,662,80,610,80,1516,12035,1516,1288,10579,1288
362,,,KSST Jihomoravský,KSST Jihomoravský,,,KSST Jihomoravský,,,,,,,,,,,3,8,,,22,,,,,,,,,,,65,100,,,131,,,,,,,,,,,3,8,,,22,,,,,,,,,,,,,,,1730,10562,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,,,,,,,441,617,,,,,,,,,,,,,,3352,4325,,,,,,,,,,,,,,441,617,,,,,,,,,,,,,,892,8215,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Zlínský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,40,27,18,4,12,13,13,12,11,8,3,5,8,6,4,14,4,9,4,6,5,5,4,15,12,7,8,11,7,6,7,3,5,1,3,3,3,2,11,8,3,5,8,6,4,3,3,1,2,22,2,3,60,2,10,70,7,19,88,14,23,117,15,42,161,19,23,168,23,59,391,59,14,92,14,61,481,61,45,373,45,29,196,29,57,456,57
375,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,178,153,156,143,203,288,385,356,,,466,514,526,561,640,1284,1070,1059,1030,1384,2090,2815,2649,,,3641,3861,3931,4347,5063,178,153,156,143,203,288,385,356,,,466,514,526,561,640,228,1832,228,647,4381,647,619,3764,619,1574,11370,1574,1740,12599,1740,1651,12469,1651,684,5192,684,,,,,,,,,,1088,8633,1088,913,7237,913,1231,9939,1231,1463,11966,1463
380,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,KSST Ústecký,,,,131,125,176,133,118,134,97,158,195,260,,278,,,,2192,2275,3174,2596,2393,2670,1691,3028,3800,4360,,4516,,,,131,125,176,133,118,134,97,158,195,260,,278,,,,,,,,,,455,6976,455,789,12430,789,183,2841,183,292,4581,292,634,10065,634,45,805,45,431,6540,431,731,11985,731,686,10849,686,,,,,,
398,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,KSST Plzeňský,,KSST Plzeňský,,,,,,957,907,844,810,,,,794,,829,,,,,,15102,14806,14419,14405,,,,13882,,13803,,,,,,957,907,844,810,,,,794,,829,,,,,,,,,,,,,,,,123,2256,123,251,4282,251,617,10343,617,,,,,,,,,,,,,,,,,,
401,,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,,,,,799,754,755,,,,,,,,,,,,,12928,12522,12795,,,,,,,,,,,,,799,754,755,,,,,,,,,,,,,,,,,,,,,,,221,3514,221,659,10881,659,,,,,,,,,,,,,,,,,,,,,
405,KSST Jihomoravský,,,,,,,,,,,,,,,973,,,,,,,,,,,,,,,8340,,,,,,,,,,,,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,872,1124,1485,1490,1400,1462,1451,1425,1455,,1543,1545,1550,,1591,7260,7988,9471,11129,10305,11365,11443,11155,11581,,12385,12487,12802,,13423,872,1124,1485,1490,1400,1462,1451,1425,1455,,1543,1545,1550,,1591,578,5049,578,1495,10121,1495,1321,8054,1321,357,2455,357,1585,11458,1585,963,7345,963,781,5958,781,1506,11940,1506,,,,,,,1088,8633,1088,1244,9927,1244,,,,,,
412,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,,926,1153,1484,1387,1409,1454,1493,1492,1499,869,1393,,1418,1463,,7814,8119,9450,10308,10363,11324,11739,11663,12037,6394,11138,,11749,12231,,926,1153,1484,1387,1409,1454,1493,1492,1499,869,1393,,1418,1463,,300,2557,300,1472,9975,1472,589,3580,589,1001,7099,1001,1536,11072,1536,1313,9921,1313,1012,7685,1012,1482,11747,1482,607,4604,607,272,2127,272,,,,,,,1441,11508,1441,,,
414,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,223,252,238,179,228,287,240,240,,,,,288,321,288,3325,3853,3918,3292,4231,5029,4341,4198,,,,,4796,5289,4434,223,252,238,179,228,287,240,240,,,,,288,321,288,487,6497,487,386,5226,386,63,1109,63,648,12018,648,614,11392,614,184,2985,184,341,5958,341,,,,,,,,,,,,,,,,644,10499,644,149,2432,149
416,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,112,103,113,100,112,78,80,112,95,,142,162,149,153,191,1950,1873,2028,2091,2261,1743,1802,2182,1934,,2604,2908,2785,2622,3029,112,103,113,100,112,78,80,112,95,,142,162,149,153,191,237,3277,237,432,5941,432,270,4278,270,416,7998,416,103,2078,103,455,6929,455,664,10995,664,249,4551,249,,,,,,,587,9420,587,315,5411,315,303,5299,303,644,10579,644
417,KSST Plzeňský,KSST Plzeňský,KSST Plzeňský,,,,,,,,,,,,,464,444,541,,,,,,,,,,,,,6354,6682,8233,,,,,,,,,,,,,464,444,541,,,,,,,,,,,,,249,3534,249,732,10108,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,14,17,19,21,15,20,18,20,19,21,20,22,,,,251,318,298,321,267,334,227,300,311,322,339,338,,,,14,17,19,21,15,20,18,20,19,21,20,22,,,,,,,,,,42,788,42,11,234,11,27,604,27,9,157,9,41,760,41,8,209,8,18,267,18,21,376,21,32,426,32,41,692,41,24,369,24
423,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,156,126,126,109,114,113,93,129,110,141,154,182,,,,2613,2290,2318,2139,2259,2290,1662,2583,2229,2724,2881,3136,,,,156,126,126,109,114,113,93,129,110,141,154,182,,,,,,,,,,246,3516,246,439,6641,439,320,4685,320,531,7981,531,494,7724,494,192,3182,192,367,5486,367,250,3539,250,708,11205,708,567,8367,567,608,9269,608
436,,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,,,1646,,1840,1780,1778,1758,1724,1724,,,,,,,,11573,,13453,13045,13679,13804,13521,13803,,,,,,,,1646,,1840,1780,1778,1758,1724,1724,,,,,,,,,,,,,,,,409,2807,409,1288,9354,1288,1025,7792,1025,759,5827,759,1549,12187,1549,,,,,,,,,,,,,,,,,,
438,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,308,296,270,259,240,,289,230,321,,328,314,336,334,329,2306,2162,1895,1925,1690,,2077,1622,2267,,2516,2334,2511,2580,2426,308,296,270,259,240,,289,230,321,,328,314,336,334,329,342,2951,342,376,2526,376,689,4164,689,588,4055,588,,,,,,,305,2331,305,1686,13219,1686,,,,,,,629,4769,629,1021,8116,1021,974,7950,974,592,4841,592
440,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,1040,1374,1476,1563,1521,1525,1556,1626,1621,915,1595,1461,1562,1592,1616,9112,9790,9398,11622,11285,11772,12301,12780,12961,6733,12822,11716,12867,13232,13596,1040,1374,1476,1563,1521,1525,1556,1626,1621,915,1595,1461,1562,1592,1616,342,2951,342,233,1622,233,1688,10294,1688,699,4801,699,1115,8105,1115,1403,10540,1403,1567,12077,1567,1406,11175,1406,587,4448,587,677,5110,677,226,1554,226,1689,12958,1689,1383,11086,1383,1263,10368,1263
443,KSST Jihomoravský,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,,,,,,KSST Jihomoravský,KSST Jihomoravský,KSST Jihomoravský,628,,899,601,629,657,758,,,,,,797,826,795,4849,,5905,4509,4571,4849,5642,,,,,,6250,6542,6308,628,,899,601,629,657,758,,,,,,797,826,795,,,,,,,82,455,82,914,6412,914,1154,8384,1154,1560,11746,1560,,,,,,,,,,,,,,,,,,,1176,9570,1176,650,5301,650
446,KSST Jihomoravský,,,KSST Jihomoravský,,,,,,,,,,,,1084,,,1761,,,,,,,,,,,,9526,,,12850,,,,,,,,,,,,1084,,,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,,,,149,182,216,189,,,,,,,,,,,,2429,3361,3893,3507,,,,,,,,,,,,149,182,216,189,,,,,,,,,,,,,,,,,,743,12107,743,667,10360,667,288,4243,288,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,KSST Ústecký,,,,,,,,,,,489,411,397,436,637,,,,,,,,,,,8049,6776,6716,7431,10111,,,,,,,,,,,489,411,397,436,637,,,,,,,,,,,,,,,,,109,1705,109,376,5812,376,706,11180,706,911,14056,911,,,,,,,,,,,,,,,,,,,,,
